V_in,I_in,V_i,V_2x
0.1000654,5.057329e-05,0.106368,0.207096
0.200139,9.129366e-05,0.207229,0.406655
0.3000113,0.0001318822,0.3073,0.605702
0.3999375,0.0001725407,0.408073,0.805233
0.50002,0.000213263,0.508483,1.004993
0.5999994,0.0002539432,0.609428,1.204713
0.6999543,0.0002946152,0.709814,1.403753
0.8000345,0.0003353368,0.81084,1.603348
0.8999672,0.0003759982,0.911685,1.802528
0.9999747,0.0004166933,1.012341,2.001757
